#OTU ID,d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured_bacterium,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__uncultured_bacterium,d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_organism,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptostreptococcus,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Ruminococcusgnavus_group; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_sp.,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_salivarius,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_parasanguinis,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured_bacterium,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__uncultured_bacterium,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__uncultured_bacterium,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__Escherichia_coli,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Parvimonas,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Ruminococcus_torques_group; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Eubacterium_coprostanoligenes_group; g__Eubacterium_coprostanoligenes_group; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella,d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__TM7x; s__uncultured_bacterium,d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__uncultured_organism,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_gingivalis,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium,d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium
0AP,29,0,3794,0,4075,0,224,0,0,202,0,2064,0,2628,1845,0,0,407,0,0,861,2988,1,0,1230,0,0,0,0,0,0,3105,619,202,0,924,1,0,1420,0,0,1852,1186,0,0,812,408,0,0,0,16021,2315,2646,0,0,617,1515,329,224,9404,97,0,599,0
1AP,84,0,0,0,3234,0,124,0,0,0,0,630,0,1554,1851,0,0,28,0,0,46,1338,0,0,136,0,0,0,0,0,0,2107,819,100,0,281,0,0,1841,0,0,0,42,746,0,578,172,0,0,0,5755,183,0,138,0,0,621,1540,1073,146,0,0,64,0
2AP,0,0,1967,0,4302,0,176,0,0,0,0,1054,0,2993,24,6,0,102,0,0,1327,9519,7,0,2351,0,0,0,0,0,7009,634,540,1254,0,924,7,0,4966,0,0,1696,3330,0,7,74,0,0,0,0,41886,3928,3358,486,0,2119,1043,91,1341,2125,184,0,437,0
3AP,78,2,0,0,322,0,4,0,0,4466,0,1485,0,1813,5207,0,0,1149,0,0,0,0,1,0,547,0,0,0,0,0,0,2695,2010,152,0,784,1,0,5519,0,0,0,705,0,1,1805,0,0,0,0,876,17,0,309,0,998,839,632,1530,146,0,1,944,1
4AP,67,0,9995,0,8220,0,499,0,0,0,0,1688,0,6051,24,0,0,28,0,0,1667,0,8,0,2351,0,0,0,0,0,0,57,0,1312,0,561,8,0,4941,0,0,5384,863,0,3,74,389,0,0,0,19322,2347,3358,17,0,2023,1617,91,25,5469,0,0,338,0
5AP,0,0,0,0,2206,0,227,0,0,0,0,244,0,820,24,2,0,28,0,0,276,7221,1,0,784,0,0,0,0,0,4652,57,0,346,0,161,1,0,245,0,0,497,2446,485,28,74,0,0,0,0,22935,2096,1554,140,0,1022,164,91,1894,146,60,0,64,0
6AP,320,0,0,0,3689,0,235,0,0,1163,0,1035,0,0,1803,2,0,28,0,0,0,875,0,0,210,0,0,0,0,0,5208,57,417,0,0,169,0,0,1140,0,0,0,2335,43,0,1410,2418,0,0,0,17395,312,0,0,0,0,144,91,1750,444,301,0,64,0
7AP,14,0,4189,0,3709,0,71,0,0,0,0,1861,0,920,24,0,0,28,0,0,164,1467,0,0,1048,0,0,0,0,0,1542,1029,342,22,0,412,0,0,0,0,0,4404,1032,347,6,213,265,0,0,0,15130,2969,1263,0,0,53,1029,409,1113,6746,139,0,120,0
8AP,715,0,540,0,6676,0,531,0,0,1219,0,1894,0,5220,4454,0,0,520,0,0,721,0,1,0,1609,0,0,0,0,0,0,57,0,355,0,31,1,0,2991,0,0,1567,1838,0,5,903,856,0,0,0,12890,551,1342,0,0,1461,1398,91,2262,5466,0,0,246,2
9AP,31,0,5591,0,3693,0,154,0,0,3,0,1069,0,2900,432,4,0,148,0,0,1033,8526,3,0,1748,0,0,0,0,0,5765,1418,639,512,0,924,3,0,5359,0,0,1625,1717,0,0,221,274,0,0,0,25609,3133,3026,299,0,1147,1152,363,94,5201,441,0,340,0
10AP,62,0,0,0,6762,0,185,0,0,0,0,1497,0,3038,1113,6,0,215,0,0,444,3619,3,0,1977,0,0,0,0,0,5795,1167,2097,518,0,848,3,0,8140,0,0,263,2102,661,3,612,281,0,0,0,33526,2379,1061,1046,0,907,1119,1056,2892,146,68,1,64,0
11AP,9,0,1613,0,4630,0,206,0,0,168,0,1273,0,194,573,1,0,147,0,0,51,2238,0,0,672,0,0,0,0,0,3849,1087,958,0,0,631,0,0,886,0,0,1007,1343,471,0,848,407,0,0,0,16703,1637,662,27,0,501,599,646,2053,2678,290,0,358,0
12AP,0,1,1991,0,1901,0,4,0,0,2637,0,916,0,484,1664,0,0,450,0,0,0,476,0,0,452,0,0,0,0,0,0,4819,1720,51,0,846,0,0,0,0,0,1229,1206,685,0,1745,0,0,0,0,3122,618,419,22,0,954,583,2024,1762,3235,0,0,2215,1
13AP,0,0,8739,0,5319,0,109,0,0,0,0,832,0,0,24,1,0,28,0,0,73,1049,0,0,700,0,0,0,0,0,2827,923,463,0,0,603,0,0,0,0,0,3551,1425,341,0,335,77,0,0,0,14829,2231,1357,0,0,529,378,392,1192,8362,162,0,639,0
14AP,766,0,0,0,3032,0,79,0,0,5167,0,1397,0,1473,8631,0,0,1855,0,0,0,0,0,0,69,0,0,0,0,0,0,3045,1752,0,0,559,0,0,5380,0,0,0,1266,383,0,3557,634,0,0,0,1803,17,0,110,0,15,806,2437,2507,277,0,0,350,1
15AP,0,0,0,0,11094,0,531,0,0,0,0,1422,0,3156,24,0,0,126,0,0,1667,1334,7,0,2146,0,0,0,0,0,0,57,0,1269,0,217,7,0,3153,0,0,1261,42,711,29,74,271,0,0,0,20283,2410,2660,1116,0,2274,1273,91,3809,146,115,0,64,0
16AP,12,0,1628,0,3668,0,135,0,0,0,0,1938,0,1593,24,1,0,28,0,0,198,2784,0,0,1394,0,0,0,0,0,3372,858,816,121,0,661,0,0,1973,0,0,1806,2125,269,5,374,398,0,0,0,25030,2823,1405,0,0,326,1038,91,1435,2653,91,0,170,0
17AP,81,0,0,0,3067,0,15,0,0,3792,0,1239,0,0,5433,1,0,1618,0,0,0,488,0,0,436,0,0,4,0,0,1977,1595,1572,0,0,412,0,0,4275,0,0,0,2376,2067,0,3557,355,0,0,0,11133,237,0,240,0,565,340,3238,5555,146,85,2,229,0
18AP,87,0,0,0,5222,0,220,0,0,2376,0,763,0,1136,3273,1,0,1201,0,0,116,0,0,0,884,0,0,0,0,0,997,57,119,32,0,170,0,0,4730,0,0,0,1942,327,0,1873,542,0,0,0,10235,17,150,255,0,1603,393,91,3130,146,100,0,268,1
19AP,120,0,0,0,2915,0,89,0,0,1088,0,1594,0,5561,6282,0,0,1482,0,0,800,1227,7,0,1268,0,0,0,0,0,0,3175,1109,631,0,811,7,0,8140,0,0,211,145,0,2,1215,78,0,0,0,4288,622,1107,1081,0,829,1576,1218,954,1016,0,1,206,0
20AP,16,0,2114,0,8343,0,531,0,0,352,0,1861,0,3440,1599,2,0,847,0,0,1613,5351,8,0,2317,0,0,0,0,0,4046,356,1047,1097,0,924,8,0,7392,0,0,642,1992,0,0,664,701,0,0,0,37727,2557,3233,1114,0,2417,1467,91,2134,2056,340,0,639,0
21AP,128,0,8470,0,3680,0,65,0,0,3527,0,3567,0,1475,2987,0,0,1003,0,0,174,0,0,0,1902,0,0,0,0,0,0,57,82,0,0,429,0,0,1368,0,0,3928,1642,39,5,1465,566,0,0,0,11123,2613,1307,0,0,1223,1406,91,2209,9469,136,1,722,1
22AP,25,0,9001,0,6604,0,317,0,0,1394,0,1916,0,812,2537,0,0,987,0,0,914,264,0,0,1475,0,0,0,0,0,0,252,0,67,0,671,0,0,0,0,0,3992,1395,0,0,1386,490,0,0,0,11601,2150,2454,0,0,1555,1222,91,1803,17510,217,0,892,0
23AP,3,0,7171,0,4022,0,274,0,0,2219,0,3250,0,1362,1153,6,0,732,0,0,1149,9334,2,0,2351,0,0,0,0,0,14168,893,667,369,0,924,2,0,2109,0,0,2824,7618,0,8,1088,507,0,0,0,45797,3945,3358,75,0,2513,1432,91,2138,8997,490,0,2200,1
24AP,379,0,626,0,6181,0,494,0,0,1840,0,1100,0,737,2022,7,0,116,0,0,72,2896,0,0,846,0,0,0,0,0,14088,57,419,0,0,518,0,0,3291,0,0,0,6151,41,0,1689,2582,0,0,0,39100,672,464,0,0,959,409,91,2505,874,168,0,293,1
25AP,145,0,2106,0,4979,0,411,0,0,695,0,1889,0,568,1141,1,0,130,0,0,315,2858,0,0,1022,0,0,0,0,0,5219,57,390,0,0,668,0,0,1418,0,0,561,2611,0,0,865,2244,0,0,0,29513,2106,1264,0,0,675,826,91,1471,3226,454,0,304,0
26AP,682,1,0,0,2111,0,55,0,0,5576,0,2146,0,632,6593,0,0,1148,0,0,0,0,0,0,547,0,0,0,0,0,0,100,1221,0,0,609,0,0,3261,0,0,0,1634,0,0,2922,660,0,0,0,3906,17,0,0,0,1037,765,91,2645,146,0,0,1048,3
27AP,0,0,5121,0,5854,0,146,0,0,677,0,1739,0,1444,239,0,0,508,0,0,507,538,0,0,1923,0,0,0,0,0,1171,472,690,239,0,796,0,0,1940,0,0,2519,1317,72,2,544,20,0,0,0,14514,2463,2032,140,0,1960,1120,91,2273,3969,112,0,945,0
28AP,0,0,0,0,335,0,12,0,0,3126,0,898,0,0,2133,2,0,981,0,0,0,6143,0,0,629,0,0,0,0,0,4854,1829,612,0,0,677,0,0,374,0,0,390,7821,508,2,3203,0,0,0,0,19875,1328,1082,0,0,1304,237,947,2711,3704,0,0,1322,3
29AP,0,0,6190,0,2742,0,26,0,0,462,0,1045,0,293,24,2,0,452,0,0,333,3028,0,0,1870,0,0,0,0,0,4478,149,157,157,0,683,0,0,533,0,0,3251,2878,166,5,456,0,0,0,0,20086,3489,2814,5,0,2158,529,91,1888,5680,370,1,994,1
