#OTU ID,d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured_bacterium,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Dialister; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__uncultured_bacterium,d__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_organism,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; g__Peptostreptococcus,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Ruminococcusgnavus_group; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Yersiniaceae; g__Serratia; s__Serratia_sp.,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_salivarius,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__uncultured_bacterium,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_parasanguinis,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__uncultured_bacterium,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__uncultured_bacterium,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__uncultured_bacterium,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Escherichia-Shigella; s__Escherichia_coli,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Peptostreptococcales-Tissierellales; g__Parvimonas,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Ruminococcus_torques_group; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Eubacterium_coprostanoligenes_group; g__Eubacterium_coprostanoligenes_group; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Roseburia; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Gemellaceae; g__Gemella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__uncultured_bacterium,d__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales-Selenomonadales; f__Veillonellaceae; g__Veillonella,d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__TM7x; s__uncultured_bacterium,d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__uncultured_organism,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_gingivalis,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Subdoligranulum; s__uncultured_bacterium,d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__uncultured_bacterium,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium
0AP,0,0,0,1963,0,758,2230,173,224,0,122,0,242,0,0,51,0,0,0,1799,16,1,0,1046,0,0,283,0,12,1140,0,0,0,0,577,0,152,0,0,135,943,3,141,0,0,0,19,161,0,535,0,0,5,0,4979,0,0,0,0,0,0,692,0,389
1AP,0,5,0,1409,0,23,0,1735,0,0,0,0,0,0,0,247,21243,0,17427,994,5,0,0,0,0,12704,0,1839,0,395,52,66,0,0,258,0,0,0,153,0,0,24,797,0,144152,0,0,3217,0,1020,114,0,0,0,0,0,93,3,0,0,0,0,0,6470
2AP,0,0,91,0,92,0,0,0,0,3,0,114,63,9,28,0,0,19,1131,21,0,0,6,208,17,0,0,2961,0,0,0,107,73,1,1474,15,320,0,0,0,0,4,505,0,11782,82,0,304,7,177,128,21,0,26,0,0,110,23,12,5,0,0,74,0
3AP,0,3,0,205,0,862,3281,52,439,0,264,0,93,0,0,73,0,0,0,330,0,4,28,2046,0,0,653,0,33,1585,0,0,0,0,0,0,122,0,0,569,501,0,198,0,0,0,22,0,0,331,0,0,0,0,5980,0,0,0,0,0,0,157,0,0
4AP,0,3,12,171,35,709,0,0,340,0,1001,9,49,0,108,0,0,0,0,1422,0,0,0,0,0,0,1668,2227,380,645,0,65,0,0,96,0,117,0,0,0,0,55,561,0,0,0,0,270,0,662,47,0,34,0,0,0,0,53,0,26,0,758,0,1244
5AP,0,44,62,0,91,138,0,0,110,13,1001,85,0,3,137,0,0,10,757,49,48,2,43,0,13,134,1235,7073,398,289,0,64,50,0,1676,5,548,0,0,149,0,31,116,0,5244,53,11,400,27,70,167,7,33,10,0,0,31,57,12,27,0,212,30,2169
6AP,0,44,0,571,0,995,588,354,30,0,161,0,183,0,0,256,1794,0,4612,1177,0,0,0,0,0,1167,618,80,288,2085,5,3,0,0,0,0,0,0,15,0,612,0,589,0,13063,0,0,95,0,875,0,0,2,0,561,0,28,0,0,0,0,395,0,2320
7AP,0,2,104,2975,120,1938,3366,455,490,60,763,165,344,8,131,214,655,25,1248,2855,149,7,5,271,77,213,1859,7451,134,2085,1,185,113,1,0,13,0,0,4,186,1980,23,810,0,16570,140,54,92,122,2817,353,19,23,22,1696,0,144,45,35,18,0,1389,73,4038
8AP,0,1,0,634,0,0,0,661,0,0,0,0,0,0,0,93,21243,0,5158,560,102,0,0,0,0,12704,0,1590,0,0,52,4,0,0,323,0,0,0,153,0,0,34,0,0,144152,0,12,880,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,4681
9AP,0,3,26,2138,23,1569,601,0,461,0,149,37,305,1,17,9,0,3,0,2642,24,0,36,99,8,0,664,0,27,2085,0,123,42,0,0,2,0,0,0,0,721,18,2078,0,4036,0,31,672,0,2403,138,3,0,4,903,0,26,22,1,3,0,239,12,697
10AP,0,6,0,1089,0,74,0,0,419,0,145,0,0,0,0,0,0,0,0,326,2,4,31,65,0,0,328,0,45,38,0,0,0,0,894,0,62,0,0,188,0,0,61,0,0,0,81,784,0,386,0,0,0,0,54,0,0,0,0,0,0,0,0,57
11AP,0,0,0,0,0,25,3708,18,41,0,0,0,62,1,0,64,0,0,0,0,0,0,44,2952,0,0,0,0,0,276,0,0,15,0,1718,1,571,0,0,104,405,0,0,0,0,0,23,0,0,0,0,3,0,2,6846,0,0,0,0,0,0,42,5,0
12AP,0,13,58,833,68,94,868,2018,0,6,0,76,196,6,39,276,18080,13,16976,355,0,0,18,0,10,10204,0,9506,27,1128,48,32,32,0,0,9,0,0,140,0,461,4,0,0,136688,124,0,0,14,28,118,11,0,16,402,0,148,16,11,7,0,170,47,2611
13AP,0,3,54,2175,60,1061,642,0,369,20,308,84,344,5,52,28,0,14,0,2180,0,3,7,0,20,0,478,1553,66,1521,0,101,50,0,0,8,0,0,0,0,712,17,499,0,2854,59,0,39,42,1457,267,12,4,13,0,0,31,24,18,6,0,283,42,1157
14AP,0,15,0,675,0,602,530,45,118,0,100,0,149,0,5,54,0,0,0,1514,32,0,6,0,0,0,207,0,126,1988,0,10,0,0,0,0,0,0,0,0,602,6,265,0,0,0,21,27,0,304,0,0,3,0,633,0,0,4,0,3,0,664,0,453
15AP,0,0,0,0,0,57,0,0,61,0,27,0,15,0,0,0,0,0,0,435,0,0,11,767,0,0,82,0,0,185,0,17,0,0,4567,0,1755,0,0,32,13,8,165,0,0,0,12,566,0,0,0,0,0,0,1022,0,0,13,0,2,0,47,0,0
16AP,0,0,0,7049,0,1323,3708,224,287,2,300,0,344,0,11,112,0,0,0,2855,0,1,4,419,1,0,213,0,31,2085,0,40,0,0,0,0,0,0,0,6,1980,20,263,0,7949,0,0,312,5,1078,108,0,4,0,2456,0,0,17,0,2,0,1097,0,965
17AP,0,7,0,492,0,0,0,0,261,0,106,0,0,0,0,5,1416,0,1574,112,49,1,59,0,0,348,0,0,7,0,2,0,0,0,0,0,0,0,6,0,0,0,87,0,22401,0,50,199,0,197,8,0,0,0,0,0,0,0,0,0,0,0,0,1302
18AP,0,0,0,1762,0,852,3386,290,455,0,0,0,232,0,0,139,300,0,2194,2012,43,0,13,311,0,72,108,0,0,1633,0,35,7,0,0,0,0,0,0,0,573,0,2535,0,17811,0,51,550,0,2444,0,0,0,0,2085,0,36,0,0,0,0,0,0,326
19AP,0,0,384,0,164,836,0,0,440,84,200,596,235,37,82,0,0,97,1183,283,0,2,17,0,101,0,1902,2736,0,439,0,264,376,3,0,59,0,0,0,120,0,0,2570,0,0,186,0,222,184,2972,458,82,0,102,0,0,192,24,104,9,0,0,318,281
20AP,0,5,96,0,133,22,608,0,0,11,121,118,130,8,129,23,0,18,0,0,0,0,4,1180,13,0,0,6302,60,318,0,0,49,1,716,12,445,0,0,40,335,0,0,0,0,76,0,0,25,0,0,17,4,22,1941,0,16,27,17,26,0,805,65,0
21AP,0,0,16,3081,15,1449,3708,1557,199,15,32,31,344,2,12,276,0,7,0,1862,18,4,0,2820,10,0,162,659,0,1970,0,0,19,0,0,3,0,0,1,282,1980,0,0,0,0,44,10,0,32,503,8,5,3,5,6846,0,16,0,12,0,0,1287,19,167
22AP,0,2,0,2579,9,0,725,1630,90,7,287,0,91,0,17,276,6203,2,3362,636,74,2,57,0,0,2788,0,4270,26,230,13,0,0,0,0,1,0,0,40,0,392,15,0,0,66056,51,17,0,15,0,98,0,5,1,236,0,8,13,5,2,0,343,5,2840
23AP,0,4,85,0,105,0,0,103,0,21,151,119,39,8,85,14,1182,21,1965,0,18,1,33,0,20,937,0,7272,51,0,5,18,67,1,0,13,0,0,14,13,0,0,0,0,11533,129,0,0,46,0,97,16,2,22,0,0,78,17,23,12,0,0,69,262
24AP,0,2,365,0,176,425,2378,521,98,86,0,563,331,41,73,276,727,105,1805,90,105,1,47,2581,101,1071,240,7286,0,1040,4,78,388,3,729,65,257,0,12,365,447,0,224,0,10969,548,40,0,189,382,209,84,0,113,6213,0,192,12,109,8,0,0,348,0
25AP,0,6,0,1089,0,74,0,0,419,0,145,0,0,0,0,0,0,0,0,326,2,4,31,65,0,0,328,0,45,38,0,0,0,0,894,0,62,0,0,188,0,0,61,0,0,0,81,784,0,386,0,0,0,0,54,0,0,0,0,0,0,0,0,57
26AP,0,0,0,0,0,25,3708,18,41,0,0,0,62,1,0,64,0,0,0,0,0,0,44,2952,0,0,0,0,0,276,0,0,15,0,1718,1,571,0,0,104,405,0,0,0,0,0,23,0,0,0,0,3,0,2,6846,0,0,0,0,0,0,42,5,0
27AP,0,13,58,833,68,94,868,2018,0,6,0,76,196,6,39,276,18080,13,16976,355,0,0,18,0,10,10204,0,9506,27,1128,48,32,32,0,0,9,0,0,140,0,461,4,0,0,136688,124,0,0,14,28,118,11,0,16,402,0,148,16,11,7,0,170,47,2611
28AP,0,3,54,2175,60,1061,642,0,369,20,308,84,344,5,52,28,0,14,0,2180,0,3,7,0,20,0,478,1553,66,1521,0,101,50,0,0,8,0,0,0,0,712,17,499,0,2854,59,0,39,42,1457,267,12,4,13,0,0,31,24,18,6,0,283,42,1157
29AP,0,15,0,675,0,602,530,45,118,0,100,0,149,0,5,54,0,0,0,1514,32,0,6,0,0,0,207,0,126,1988,0,10,0,0,0,0,0,0,0,0,602,6,265,0,0,0,21,27,0,304,0,0,3,0,633,0,0,4,0,3,0,664,0,453
30AP,0,0,0,0,0,57,0,0,61,0,27,0,15,0,0,0,0,0,0,435,0,0,11,767,0,0,82,0,0,185,0,17,0,0,4567,0,1755,0,0,32,13,8,165,0,0,0,12,566,0,0,0,0,0,0,1022,0,0,13,0,2,0,47,0,0
31AP,0,0,0,7049,0,1323,3708,224,287,2,300,0,344,0,11,112,0,0,0,2855,0,1,4,419,1,0,213,0,31,2085,0,40,0,0,0,0,0,0,0,6,1980,20,263,0,7949,0,0,312,5,1078,108,0,4,0,2456,0,0,17,0,2,0,1097,0,965
